Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3TIA1901358-0,016,0001,ROADWAY,0005,165-0010,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP A",100.00000,LF,"EVERETT DYKES GRASSING CO., INC.",2DY460,$0.01,$1.00,$0.00
B3TIA1901358-0,016,0001,ROADWAY,0005,165-0010,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP A",100.00000,LF,"EAST COAST ASPHALT, LLC",00000000012961,$0.01,$1.00,$0.00
B3TIA1901358-0,016,0001,ROADWAY,0010,171-0010,,"TEMPORARY SILT FENCE, TYPE A",200.00000,LF,"EVERETT DYKES GRASSING CO., INC.",2DY460,$5.00,"$1,000.00",$0.00
B3TIA1901358-0,016,0001,ROADWAY,0010,171-0010,,"TEMPORARY SILT FENCE, TYPE A",200.00000,LF,"EAST COAST ASPHALT, LLC",00000000012961,$3.00,$600.00,-$400.00
B3TIA1901358-0,016,0001,ROADWAY,0015,231-1250,,"MISCELLANEOUS CONSTRUCTION, UNPAVED ROADS, STREETS AND  DRIVEWAYS",2.00000,EA,"EVERETT DYKES GRASSING CO., INC.",2DY460,"$3,800.00","$7,600.00",$0.00
B3TIA1901358-0,016,0001,ROADWAY,0015,231-1250,,"MISCELLANEOUS CONSTRUCTION, UNPAVED ROADS, STREETS AND  DRIVEWAYS",2.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,$250.00,$500.00,"-$7,100.00"
B3TIA1901358-0,016,0001,ROADWAY,0020,402-1802,,"RECYCLED ASPH CONC PATCHING, INCL BITUM MATL & H LIME",500.00000,TN,"EVERETT DYKES GRASSING CO., INC.",2DY460,$150.00,"$75,000.00",$0.00
B3TIA1901358-0,016,0001,ROADWAY,0020,402-1802,,"RECYCLED ASPH CONC PATCHING, INCL BITUM MATL & H LIME",500.00000,TN,"EAST COAST ASPHALT, LLC",00000000012961,$118.00,"$59,000.00","-$16,000.00"
B3TIA1901358-0,016,0001,ROADWAY,0025,550-1180,,"STORM DRAIN PIPE, 18 IN, H  1-10",90.00000,LF,"EVERETT DYKES GRASSING CO., INC.",2DY460,$75.00,"$6,750.00",$0.00
B3TIA1901358-0,016,0001,ROADWAY,0025,550-1180,,"STORM DRAIN PIPE, 18 IN, H  1-10",90.00000,LF,"EAST COAST ASPHALT, LLC",00000000012961,$56.00,"$5,040.00","-$1,710.00"
