Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B1CBA2302527-0,031,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - M006109",1.00000,LS,"THE TRUESDELL CORPORATION",00000000014198,"$308,627.55","$308,627.55",$0.00
B1CBA2302527-0,031,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - M006109",1.00000,LS,"MASSANA CONSTRUCTION, INC.",2MA773,"$394,205.00","$394,205.00","$85,577.45"
B1CBA2302527-0,031,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - M006109",1.00000,LS,"THE L. C. WHITFORD CO., INC.",2WH850,"$513,077.30","$513,077.30","$204,449.75"
B1CBA2302527-0,031,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - M006109",1.00000,LS,"LOUIS-COMPANY, LLC",00000000014241,"$3,000,000.00","$3,000,000.00","$2,691,372.45"
B1CBA2302527-0,031,0001,ROADWAY,0010,632-0003,,"CHANGEABLE MESSAGE SIGN, PORTABLE, TYPE 3",4.00000,EA,"THE TRUESDELL CORPORATION",00000000014198,"$5,500.00","$22,000.00",$0.00
B1CBA2302527-0,031,0001,ROADWAY,0010,632-0003,,"CHANGEABLE MESSAGE SIGN, PORTABLE, TYPE 3",4.00000,EA,"MASSANA CONSTRUCTION, INC.",2MA773,"$19,500.00","$78,000.00","$56,000.00"
B1CBA2302527-0,031,0001,ROADWAY,0010,632-0003,,"CHANGEABLE MESSAGE SIGN, PORTABLE, TYPE 3",4.00000,EA,"THE L. C. WHITFORD CO., INC.",2WH850,"$7,000.00","$28,000.00","$6,000.00"
B1CBA2302527-0,031,0001,ROADWAY,0010,632-0003,,"CHANGEABLE MESSAGE SIGN, PORTABLE, TYPE 3",4.00000,EA,"LOUIS-COMPANY, LLC",00000000014241,"$25,000.00","$100,000.00","$78,000.00"
B1CBA2302527-0,031,0001,ROADWAY,0015,654-1003,,"RAISED PVMT MARKERS TP 3",148.00000,EA,"THE TRUESDELL CORPORATION",00000000014198,$7.50,"$1,110.00",$0.00
B1CBA2302527-0,031,0001,ROADWAY,0015,654-1003,,"RAISED PVMT MARKERS TP 3",148.00000,EA,"MASSANA CONSTRUCTION, INC.",2MA773,$7.00,"$1,036.00",-$74.00
B1CBA2302527-0,031,0001,ROADWAY,0015,654-1003,,"RAISED PVMT MARKERS TP 3",148.00000,EA,"THE L. C. WHITFORD CO., INC.",2WH850,$11.00,"$1,628.00",$518.00
B1CBA2302527-0,031,0001,ROADWAY,0015,654-1003,,"RAISED PVMT MARKERS TP 3",148.00000,EA,"LOUIS-COMPANY, LLC",00000000014241,$35.00,"$5,180.00","$4,070.00"
B1CBA2302527-0,031,0002,BRIDGES,0020,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 1",148.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$8,584.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0020,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 1",148.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$14,208.00","$5,624.00"
B1CBA2302527-0,031,0002,BRIDGES,0020,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 1",148.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$14,800.00","$6,216.00"
B1CBA2302527-0,031,0002,BRIDGES,0020,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 1",148.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$33,300.00","$24,716.00"
B1CBA2302527-0,031,0002,BRIDGES,0025,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 2",146.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$8,468.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0025,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 2",146.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$14,016.00","$5,548.00"
B1CBA2302527-0,031,0002,BRIDGES,0025,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 2",146.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$14,600.00","$6,132.00"
B1CBA2302527-0,031,0002,BRIDGES,0025,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 2",146.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$32,850.00","$24,382.00"
B1CBA2302527-0,031,0002,BRIDGES,0030,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 3",178.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$10,324.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0030,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 3",178.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$17,088.00","$6,764.00"
B1CBA2302527-0,031,0002,BRIDGES,0030,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 3",178.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$17,800.00","$7,476.00"
B1CBA2302527-0,031,0002,BRIDGES,0030,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 3",178.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$40,050.00","$29,726.00"
B1CBA2302527-0,031,0002,BRIDGES,0035,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 4",152.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$8,816.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0035,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 4",152.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$14,592.00","$5,776.00"
B1CBA2302527-0,031,0002,BRIDGES,0035,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 4",152.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$15,200.00","$6,384.00"
B1CBA2302527-0,031,0002,BRIDGES,0035,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 4",152.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$34,200.00","$25,384.00"
B1CBA2302527-0,031,0002,BRIDGES,0040,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 5",278.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$16,124.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0040,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 5",278.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$26,688.00","$10,564.00"
B1CBA2302527-0,031,0002,BRIDGES,0040,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 5",278.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$27,800.00","$11,676.00"
B1CBA2302527-0,031,0002,BRIDGES,0040,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 5",278.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$62,550.00","$46,426.00"
B1CBA2302527-0,031,0002,BRIDGES,0045,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 6",278.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$16,124.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0045,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 6",278.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$26,688.00","$10,564.00"
B1CBA2302527-0,031,0002,BRIDGES,0045,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 6",278.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$27,800.00","$11,676.00"
B1CBA2302527-0,031,0002,BRIDGES,0045,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 6",278.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$62,550.00","$46,426.00"
B1CBA2302527-0,031,0002,BRIDGES,0050,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 7",178.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$10,324.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0050,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 7",178.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$17,088.00","$6,764.00"
B1CBA2302527-0,031,0002,BRIDGES,0050,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 7",178.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$17,800.00","$7,476.00"
B1CBA2302527-0,031,0002,BRIDGES,0050,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 7",178.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$40,050.00","$29,726.00"
B1CBA2302527-0,031,0002,BRIDGES,0055,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 8",178.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$10,324.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0055,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 8",178.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$17,088.00","$6,764.00"
B1CBA2302527-0,031,0002,BRIDGES,0055,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 8",178.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$17,800.00","$7,476.00"
B1CBA2302527-0,031,0002,BRIDGES,0055,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 8",178.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$40,050.00","$29,726.00"
B1CBA2302527-0,031,0002,BRIDGES,0060,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 9",344.00000,LF,"THE TRUESDELL CORPORATION",00000000014198,$58.00,"$19,952.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0060,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 9",344.00000,LF,"MASSANA CONSTRUCTION, INC.",2MA773,$96.00,"$33,024.00","$13,072.00"
B1CBA2302527-0,031,0002,BRIDGES,0060,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 9",344.00000,LF,"THE L. C. WHITFORD CO., INC.",2WH850,$100.00,"$34,400.00","$14,448.00"
B1CBA2302527-0,031,0002,BRIDGES,0060,449-1350,,"PREFORMED SILICONE JOINT SEAL, BR NO. - 9",344.00000,LF,"LOUIS-COMPANY, LLC",00000000014241,$225.00,"$77,400.00","$57,448.00"
B1CBA2302527-0,031,0002,BRIDGES,0065,461-2000,,"RESEALING BRIDGE JOINTS, TP - D","2,350.00000",LF,"THE TRUESDELL CORPORATION",00000000014198,$38.00,"$89,300.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0065,461-2000,,"RESEALING BRIDGE JOINTS, TP - D","2,350.00000",LF,"MASSANA CONSTRUCTION, INC.",2MA773,$27.00,"$63,450.00","-$25,850.00"
B1CBA2302527-0,031,0002,BRIDGES,0065,461-2000,,"RESEALING BRIDGE JOINTS, TP - D","2,350.00000",LF,"THE L. C. WHITFORD CO., INC.",2WH850,$49.00,"$115,150.00","$25,850.00"
B1CBA2302527-0,031,0002,BRIDGES,0065,461-2000,,"RESEALING BRIDGE JOINTS, TP - D","2,350.00000",LF,"LOUIS-COMPANY, LLC",00000000014241,$105.00,"$246,750.00","$157,450.00"
B1CBA2302527-0,031,0002,BRIDGES,0070,519-0515,,"SURFACE PREPARATION","30,869.00000",SY,"THE TRUESDELL CORPORATION",00000000014198,$4.05,"$125,019.45",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0070,519-0515,,"SURFACE PREPARATION","30,869.00000",SY,"MASSANA CONSTRUCTION, INC.",2MA773,$8.00,"$246,952.00","$121,932.55"
B1CBA2302527-0,031,0002,BRIDGES,0070,519-0515,,"SURFACE PREPARATION","30,869.00000",SY,"THE L. C. WHITFORD CO., INC.",2WH850,$5.50,"$169,779.50","$44,760.05"
B1CBA2302527-0,031,0002,BRIDGES,0070,519-0515,,"SURFACE PREPARATION","30,869.00000",SY,"LOUIS-COMPANY, LLC",00000000014241,$45.00,"$1,389,105.00","$1,264,085.55"
B1CBA2302527-0,031,0002,BRIDGES,0075,519-0530,,"POLYMER OVERLAY","30,869.00000",SY,"THE TRUESDELL CORPORATION",00000000014198,$38.50,"$1,188,456.50",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0075,519-0530,,"POLYMER OVERLAY","30,869.00000",SY,"MASSANA CONSTRUCTION, INC.",2MA773,$36.00,"$1,111,284.00","-$77,172.50"
B1CBA2302527-0,031,0002,BRIDGES,0075,519-0530,,"POLYMER OVERLAY","30,869.00000",SY,"THE L. C. WHITFORD CO., INC.",2WH850,$39.00,"$1,203,891.00","$15,434.50"
B1CBA2302527-0,031,0002,BRIDGES,0075,519-0530,,"POLYMER OVERLAY","30,869.00000",SY,"LOUIS-COMPANY, LLC",00000000014241,$115.00,"$3,549,935.00","$2,361,478.50"
B1CBA2302527-0,031,0002,BRIDGES,0080,653-1501,,"THERMOPLASTIC SOLID TRAF STRIPE, 5 IN, WHITE","6,016.00000",LF,"THE TRUESDELL CORPORATION",00000000014198,$1.00,"$6,016.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0080,653-1501,,"THERMOPLASTIC SOLID TRAF STRIPE, 5 IN, WHITE","6,016.00000",LF,"MASSANA CONSTRUCTION, INC.",2MA773,$1.00,"$6,016.00",$0.00
B1CBA2302527-0,031,0002,BRIDGES,0080,653-1501,,"THERMOPLASTIC SOLID TRAF STRIPE, 5 IN, WHITE","6,016.00000",LF,"THE L. C. WHITFORD CO., INC.",2WH850,$1.65,"$9,926.40","$3,910.40"
