Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3TIA2302211-0,027,0001,"ALT 1 - GR AGGR BASE CRS",0005,208-0100,,"IN PLACE EMBANKMENT","1,068,433.00000",CY,"MCLENDON ENTERPRISES, INC.",2MC800,$9.02,"$9,637,265.66",$0.00
B3TIA2302211-0,027,0001,"ALT 1 - GR AGGR BASE CRS",0010,310-5060,,"GR AGGR BASE CRS, 6 INCH, INCL MATL","46,064.00000",SY,"MCLENDON ENTERPRISES, INC.",2MC800,$25.22,"$1,161,734.08",$0.00
B3TIA2302211-0,027,0001,"ALT 1 - GR AGGR BASE CRS",0015,310-5100,,"GR AGGR BASE CRS, 10 INCH, INCL MATL","164,233.00000",SY,"MCLENDON ENTERPRISES, INC.",2MC800,$36.35,"$5,969,869.55",$0.00
B3TIA2302211-0,027,0002,"ALT  2 - PRE-MIXED SOIL-CEMENT",0020,208-0100,,"IN PLACE EMBANKMENT","1,102,712.00000",CY,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,$9.70,"$10,696,306.40",$0.00
B3TIA2302211-0,027,0002,"ALT  2 - PRE-MIXED SOIL-CEMENT",0025,301-4161,,"PRE-MIXED SOIL-CEM STAB BASE CRS, 8 IN, INCL MATL AND HAUL","164,233.00000",SY,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,$10.80,"$1,773,716.40",$0.00
B3TIA2302211-0,027,0002,"ALT  2 - PRE-MIXED SOIL-CEMENT",0030,301-5000,,"PORTLAND CEMENT","5,338.00000",TN,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,$317.69,"$1,695,829.22",$0.00
B3TIA2302211-0,027,0002,"ALT  2 - PRE-MIXED SOIL-CEMENT",0035,402-3121,,"RECYCLED ASPH CONC 25 MM SUPERPAVE, GP 1 OR 2, INCL BITUM MATL & H LIME","7,685.00000",TN,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,$135.18,"$1,038,858.30",$0.00
B3TIA2302211-0,027,0002,"ALT  2 - PRE-MIXED SOIL-CEMENT",0040,413-0750,,"TACK COAT","2,368.00000",GL,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,$3.48,"$8,240.64",$0.00
B3TIA2302211-0,027,0003,ROADWAY,0045,150-1000,,"TRAFFIC CONTROL - 0019197",1.00000,LS,"MCLENDON ENTERPRISES, INC.",2MC800,"$1,309,950.26","$1,309,950.26",$0.00
B3TIA2302211-0,027,0003,ROADWAY,0045,150-1000,,"TRAFFIC CONTROL - 0019197",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$1,992,937.89","$1,992,937.89","$682,987.63"
B3TIA2302211-0,027,0003,ROADWAY,0050,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",8.00000,EA,"MCLENDON ENTERPRISES, INC.",2MC800,"$10,299.09","$82,392.72",$0.00
B3TIA2302211-0,027,0003,ROADWAY,0050,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",8.00000,EA,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$9,832.50","$78,660.00","-$3,732.72"
B3TIA2302211-0,027,0003,ROADWAY,0055,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"MCLENDON ENTERPRISES, INC.",2MC800,"$188,321.12","$188,321.12",$0.00
B3TIA2302211-0,027,0003,ROADWAY,0055,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$194,504.91","$194,504.91","$6,183.79"
B3TIA2302211-0,027,0003,ROADWAY,0065,156-0100,,"GPS DATA COLLECTION AND SUBMITTAL",1.00000,LS,"MCLENDON ENTERPRISES, INC.",2MC800,"$20,890.28","$20,890.28",$0.00
B3TIA2302211-0,027,0003,ROADWAY,0065,156-0100,,"GPS DATA COLLECTION AND SUBMITTAL",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$31,557.67","$31,557.67","$10,667.39"
