Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3TIA1801417-0,020,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0001812",1.00000,LS,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,"$813,122.00","$813,122.00",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0001812",1.00000,LS,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,"$286,691.09","$286,691.09","-$526,430.91"
B3TIA1801417-0,020,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0001812",1.00000,LS,"MCCOY GRADING, INC.",2MC260,"$330,817.00","$330,817.00","-$482,305.00"
B3TIA1801417-0,020,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0001812",1.00000,LS,"ROBINSON PAVING COMPANY",2RO300,"$272,914.51","$272,914.51","-$540,207.49"
B3TIA1801417-0,020,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0001812",1.00000,LS,"G.P.'S ENTERPRISES, INC.",2GP050,"$247,042.10","$247,042.10","-$566,079.90"
B3TIA1801417-0,020,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",11.00000,EA,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,"$8,326.36","$91,589.96",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",11.00000,EA,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,"$11,000.00","$121,000.00","$29,410.04"
B3TIA1801417-0,020,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",11.00000,EA,"MCCOY GRADING, INC.",2MC260,"$13,500.00","$148,500.00","$56,910.04"
B3TIA1801417-0,020,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",11.00000,EA,"ROBINSON PAVING COMPANY",2RO300,"$17,519.32","$192,712.52","$101,122.56"
B3TIA1801417-0,020,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",11.00000,EA,"G.P.'S ENTERPRISES, INC.",2GP050,"$16,189.75","$178,087.25","$86,497.29"
B3TIA1801417-0,020,0001,ROADWAY,0013,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,"$90,683.33","$90,683.33",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0013,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,"$84,662.16","$84,662.16","-$6,021.17"
B3TIA1801417-0,020,0001,ROADWAY,0013,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"MCCOY GRADING, INC.",2MC260,"$107,925.00","$107,925.00","$17,241.67"
B3TIA1801417-0,020,0001,ROADWAY,0013,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"ROBINSON PAVING COMPANY",2RO300,"$88,826.87","$88,826.87","-$1,856.46"
B3TIA1801417-0,020,0001,ROADWAY,0013,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"G.P.'S ENTERPRISES, INC.",2GP050,"$41,068.57","$41,068.57","-$49,614.76"
B3TIA1801417-0,020,0001,ROADWAY,0018,154-1000,,"CONSTRUCTION VIBRATION MONITORING",1.00000,LS,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,"$52,185.00","$52,185.00",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0018,154-1000,,"CONSTRUCTION VIBRATION MONITORING",1.00000,LS,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,"$48,521.00","$48,521.00","-$3,664.00"
B3TIA1801417-0,020,0001,ROADWAY,0018,154-1000,,"CONSTRUCTION VIBRATION MONITORING",1.00000,LS,"MCCOY GRADING, INC.",2MC260,"$51,450.00","$51,450.00",-$735.00
B3TIA1801417-0,020,0001,ROADWAY,0018,154-1000,,"CONSTRUCTION VIBRATION MONITORING",1.00000,LS,"ROBINSON PAVING COMPANY",2RO300,"$56,980.00","$56,980.00","$4,795.00"
B3TIA1801417-0,020,0001,ROADWAY,0018,154-1000,,"CONSTRUCTION VIBRATION MONITORING",1.00000,LS,"G.P.'S ENTERPRISES, INC.",2GP050,"$36,883.94","$36,883.94","-$15,301.06"
B3TIA1801417-0,020,0001,ROADWAY,0020,163-0232,,"TEMPORARY GRASSING",14.15000,AC,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,$612.38,"$8,665.18",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0020,163-0232,,"TEMPORARY GRASSING",14.15000,AC,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,$350.00,"$4,952.50","-$3,712.68"
B3TIA1801417-0,020,0001,ROADWAY,0020,163-0232,,"TEMPORARY GRASSING",14.15000,AC,"MCCOY GRADING, INC.",2MC260,$414.60,"$5,866.59","-$2,798.59"
B3TIA1801417-0,020,0001,ROADWAY,0020,163-0232,,"TEMPORARY GRASSING",14.15000,AC,"ROBINSON PAVING COMPANY",2RO300,$632.50,"$8,949.88",$284.70
B3TIA1801417-0,020,0001,ROADWAY,0020,163-0232,,"TEMPORARY GRASSING",14.15000,AC,"G.P.'S ENTERPRISES, INC.",2GP050,"$2,109.40","$29,848.01","$21,182.83"
B3TIA1801417-0,020,0001,ROADWAY,0025,163-0240,,MULCH,127.42000,TN,"SOUTHEASTERN SITE DEVELOPMENT, INC.",2SO373,$239.63,"$30,533.65",$0.00
B3TIA1801417-0,020,0001,ROADWAY,0025,163-0240,,MULCH,127.42000,TN,"C. W. MATTHEWS CONTRACTING CO., INC.",2MA850,$275.00,"$35,040.50","$4,506.85"
B3TIA1801417-0,020,0001,ROADWAY,0025,163-0240,,MULCH,127.42000,TN,"MCCOY GRADING, INC.",2MC260,$279.95,"$35,671.23","$5,137.57"
B3TIA1801417-0,020,0001,ROADWAY,0025,163-0240,,MULCH,127.42000,TN,"ROBINSON PAVING COMPANY",2RO300,$247.50,"$31,536.45","$1,002.80"
B3TIA1801417-0,020,0001,ROADWAY,0025,163-0240,,MULCH,127.42000,TN,"G.P.'S ENTERPRISES, INC.",2GP050,$452.85,"$57,702.15","$27,168.49"
