Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3TIA2002008-0,030,0001,ROADWAY,0005,165-0010,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP A",100.00000,LF,"EAST COAST ASPHALT, LLC",00000000012961,$0.01,$1.00,$0.00
B3TIA2002008-0,030,0001,ROADWAY,0005,165-0010,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP A",100.00000,LF,"J. HIERS COMPANY, INCORPORATED",2HI100,$1.00,$100.00,$99.00
B3TIA2002008-0,030,0001,ROADWAY,0005,165-0010,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP A",100.00000,LF,"EVERETT DYKES GRASSING CO., INC.",2DY460,$5.00,$500.00,$499.00
B3TIA2002008-0,030,0001,ROADWAY,0010,171-0010,,"TEMPORARY SILT FENCE, TYPE A",200.00000,LF,"EAST COAST ASPHALT, LLC",00000000012961,$0.01,$2.00,$0.00
B3TIA2002008-0,030,0001,ROADWAY,0010,171-0010,,"TEMPORARY SILT FENCE, TYPE A",200.00000,LF,"J. HIERS COMPANY, INCORPORATED",2HI100,$2.00,$400.00,$398.00
B3TIA2002008-0,030,0001,ROADWAY,0010,171-0010,,"TEMPORARY SILT FENCE, TYPE A",200.00000,LF,"EVERETT DYKES GRASSING CO., INC.",2DY460,$15.00,"$3,000.00","$2,998.00"
B3TIA2002008-0,030,0001,ROADWAY,0015,207-0203,,"FOUND BKFILL MATL, TP II",8.00000,CY,"EAST COAST ASPHALT, LLC",00000000012961,$65.00,$520.00,$0.00
B3TIA2002008-0,030,0001,ROADWAY,0015,207-0203,,"FOUND BKFILL MATL, TP II",8.00000,CY,"J. HIERS COMPANY, INCORPORATED",2HI100,$20.00,$160.00,-$360.00
B3TIA2002008-0,030,0001,ROADWAY,0015,207-0203,,"FOUND BKFILL MATL, TP II",8.00000,CY,"EVERETT DYKES GRASSING CO., INC.",2DY460,$100.00,$800.00,$280.00
B3TIA2002008-0,030,0001,ROADWAY,0020,210-0200,,"GRADING PER MILE",6.01200,LM,"EAST COAST ASPHALT, LLC",00000000012961,"$4,000.00","$24,048.00",$0.00
B3TIA2002008-0,030,0001,ROADWAY,0020,210-0200,,"GRADING PER MILE",6.01200,LM,"J. HIERS COMPANY, INCORPORATED",2HI100,$750.00,"$4,509.00","-$19,539.00"
B3TIA2002008-0,030,0001,ROADWAY,0020,210-0200,,"GRADING PER MILE",6.01200,LM,"EVERETT DYKES GRASSING CO., INC.",2DY460,"$3,500.00","$21,042.00","-$3,006.00"
B3TIA2002008-0,030,0001,ROADWAY,0025,231-1250,,"MISCELLANEOUS CONSTRUCTION, UNPAVED ROADS, STREETS AND  DRIVEWAYS",15.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,$175.00,"$2,625.00",$0.00
