Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B1CBA2001046-1,003,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0013711",1.00000,LS,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$25,000.00","$25,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0010,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$75,000.00","$75,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0015,163-0232,,"TEMPORARY GRASSING",5.00000,AC,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$700.00,"$3,500.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0020,163-0240,,MULCH,80.00000,TN,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$50.00,"$4,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0025,163-0300,,"CONSTRUCTION EXIT",2.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$1,500.00","$3,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0030,163-0520,,"CONSTRUCT AND REMOVE TEMPORARY PIPE SLOPE DRAIN",268.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$20.00,"$5,360.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0035,163-0528,,"CONSTRUCT AND REMOVE FABRIC CHECK DAM -  TYPE C SILT FENCE",40.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$20.00,$800.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0040,163-0550,,"CONSTRUCT AND REMOVE INLET SEDIMENT TRAP",4.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$300.00,"$1,200.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0045,165-0030,,"MAINTENANCE OF TEMPORARY SILT FENCE, TP C","2,787.00000",LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$0.01,$27.87,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0050,165-0041,,"MAINTENANCE OF CHECK DAMS - ALL TYPES",20.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$10.00,$200.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0055,165-0050,,"MAINTENANCE OF SILT RETENTION BARRIER",50.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$10.00,$500.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0060,165-0101,,"MAINTENANCE OF CONSTRUCTION EXIT",2.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$500.00,"$1,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0065,165-0105,,"MAINTENANCE OF INLET SEDIMENT TRAP",4.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$50.00,$200.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0070,167-1000,,"WATER QUALITY MONITORING AND SAMPLING",4.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$395.00,"$1,580.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0075,167-1500,,"WATER QUALITY INSPECTIONS",15.00000,MO,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$1,500.00","$22,500.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0080,170-2000,,"STAKED SILT RETENTION BARRIER",100.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$10.00,"$1,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0085,171-0030,,"TEMPORARY SILT FENCE, TYPE C","5,573.00000",LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$4.50,"$25,078.50",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0090,210-0100,,"GRADING COMPLETE - 0013711",1.00000,LS,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$415,000.00","$415,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0095,310-5080,,"GR AGGR BASE CRS, 8 INCH, INCL MATL","2,740.00000",SY,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$17.00,"$46,580.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0100,402-3102,,"RECYCLED ASPH CONC 9.5 MM SUPERPAVE, TYPE II, BLEND 1, INCL BITUM MATL & H LIME",204.00000,TN,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$88.45,"$18,043.80",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0105,402-3121,,"RECYCLED ASPH CONC 25 MM SUPERPAVE, GP 1 OR 2, INCL BITUM MATL & H LIME",454.00000,TN,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$83.25,"$37,795.50",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0110,402-3190,,"RECYCLED ASPH CONC 19 MM SUPERPAVE, GP 1 OR 2,INCL BITUM MATL & H LIME",302.00000,TN,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$85.50,"$25,821.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0115,413-0750,,"TACK COAT",217.00000,GL,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$4.00,$868.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0120,433-1200,,"REINF CONC APPROACH SLAB, INCL SLOPED EDGE",256.66000,SY,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$171.00,"$43,888.86",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0125,441-0301,,"CONC SPILLWAY, TP 1",4.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$2,500.00","$10,000.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0130,456-2020,,"INDENTATION EDGE LINE RUMBLE STRIPS-GROUND IN  PLACE (CONTINUOUS)",0.30000,GLM,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,"$27,500.00","$8,250.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0135,576-1018,,"SLOPE DRAIN PIPE, 18 IN",230.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$40.00,"$9,200.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0140,634-1200,,"RIGHT OF WAY MARKERS",4.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$150.00,$600.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0145,636-1033,,"HIGHWAY SIGNS, TP 1 MATL, REFL SHEETING, TP 9",31.50000,SF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$24.00,$756.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0150,636-2070,,"GALV STEEL POSTS, TP 7",84.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$10.00,$840.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0155,636-5020,,"DELINEATOR, TP 2",12.00000,EA,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$48.00,$576.00,$0.00
B1CBA2001046-1,003,0001,ROADWAY,0160,641-1100,,"GUARDRAIL, TP T",84.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$80.00,"$6,720.00",$0.00
B1CBA2001046-1,003,0001,ROADWAY,0165,641-1200,,"GUARDRAIL, TP W",325.00000,LF,"SOUTHERN CONCRETE CONSTRUCTION CO., INC.",2SO510,$22.00,"$7,150.00",$0.00
