Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3CBA2101592-0,025,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0013818",1.00000,LS,"EAST COAST ASPHALT, LLC",00000000012961,"$50,645.00","$50,645.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0013818",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$94,393.62","$94,393.62","$43,748.62"
B3CBA2101592-0,025,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0013818",1.00000,LS,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$20,000.00","$20,000.00","-$30,645.00"
B3CBA2101592-0,025,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",8.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,"$7,900.00","$63,200.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",8.00000,EA,"THE SCRUGGS COMPANY",2SC900,"$4,828.72","$38,629.76","-$24,570.24"
B3CBA2101592-0,025,0001,ROADWAY,0010,150-5010,,"TRAFFIC CONTROL, PORTABLE IMPACT ATTENUATOR",8.00000,EA,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$11,000.00","$88,000.00","$24,800.00"
B3CBA2101592-0,025,0001,ROADWAY,0015,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,"$79,970.00","$79,970.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0015,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"THE SCRUGGS COMPANY",2SC900,"$73,380.24","$73,380.24","-$6,589.76"
B3CBA2101592-0,025,0001,ROADWAY,0015,153-1300,,"FIELD ENGINEERS OFFICE TP 3",1.00000,EA,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$35,000.00","$35,000.00","-$44,970.00"
B3CBA2101592-0,025,0001,ROADWAY,0020,156-0100,,"GPS DATA COLLECTION AND SUBMITTAL",1.00000,LS,"EAST COAST ASPHALT, LLC",00000000012961,"$8,000.00","$8,000.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0020,156-0100,,"GPS DATA COLLECTION AND SUBMITTAL",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$5,425.52","$5,425.52","-$2,574.48"
B3CBA2101592-0,025,0001,ROADWAY,0020,156-0100,,"GPS DATA COLLECTION AND SUBMITTAL",1.00000,LS,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$18,500.00","$18,500.00","$10,500.00"
B3CBA2101592-0,025,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",8.00000,AC,"EAST COAST ASPHALT, LLC",00000000012961,$850.00,"$6,800.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",8.00000,AC,"THE SCRUGGS COMPANY",2SC900,$813.83,"$6,510.64",-$289.36
B3CBA2101592-0,025,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",8.00000,AC,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$1,000.00","$8,000.00","$1,200.00"
B3CBA2101592-0,025,0001,ROADWAY,0030,163-0240,,MULCH,150.00000,TN,"EAST COAST ASPHALT, LLC",00000000012961,$250.00,"$37,500.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0030,163-0240,,MULCH,150.00000,TN,"THE SCRUGGS COMPANY",2SC900,$217.02,"$32,553.00","-$4,947.00"
B3CBA2101592-0,025,0001,ROADWAY,0030,163-0240,,MULCH,150.00000,TN,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,$280.00,"$42,000.00","$4,500.00"
B3CBA2101592-0,025,0001,ROADWAY,0035,163-0301,,"CONSTRUCT AND REMOVE CONSTRUCTION EXITS",6.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,"$1,750.00","$10,500.00",$0.00
B3CBA2101592-0,025,0001,ROADWAY,0035,163-0301,,"CONSTRUCT AND REMOVE CONSTRUCTION EXITS",6.00000,EA,"THE SCRUGGS COMPANY",2SC900,"$1,942.39","$11,654.34","$1,154.34"
B3CBA2101592-0,025,0001,ROADWAY,0035,163-0301,,"CONSTRUCT AND REMOVE CONSTRUCTION EXITS",6.00000,EA,"KIEWIT INFRASTRUCTURE SOUTH CO.",2KI138,"$3,500.00","$21,000.00","$10,500.00"
B3CBA2101592-0,025,0001,ROADWAY,0040,163-0503,,"CONSTRUCT AND REMOVE SILT CONTROL GATE, TP 3",5.00000,EA,"EAST COAST ASPHALT, LLC",00000000012961,$510.00,"$2,550.00",$0.00
