Proposal,"Call Order","Section Number","Section Description",Line,Item,"Alternate Code","Item Description",Quantity,Unit,"Vendor Name","Bidder ID","Unit Price",Extension,Deviation
B3TIA2202329-0,021,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0016203",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$30,658.16","$30,658.16",$0.00
B3TIA2202329-0,021,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0016203",1.00000,LS,"J. A. LONG, INC.",2LO340,"$200,000.00","$200,000.00","$169,341.84"
B3TIA2202329-0,021,0001,ROADWAY,0005,150-1000,,"TRAFFIC CONTROL - 0016203",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$120,250.00","$120,250.00","$89,591.84"
B3TIA2202329-0,021,0001,ROADWAY,0010,150-1000,,"TRAFFIC CONTROL - 0016204",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$49,301.44","$49,301.44",$0.00
B3TIA2202329-0,021,0001,ROADWAY,0010,150-1000,,"TRAFFIC CONTROL - 0016204",1.00000,LS,"J. A. LONG, INC.",2LO340,"$200,000.00","$200,000.00","$150,698.56"
B3TIA2202329-0,021,0001,ROADWAY,0010,150-1000,,"TRAFFIC CONTROL - 0016204",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$116,058.00","$116,058.00","$66,756.56"
B3TIA2202329-0,021,0001,ROADWAY,0015,150-1000,,"TRAFFIC CONTROL - 0016205",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$49,301.44","$49,301.44",$0.00
B3TIA2202329-0,021,0001,ROADWAY,0015,150-1000,,"TRAFFIC CONTROL - 0016205",1.00000,LS,"J. A. LONG, INC.",2LO340,"$100,000.00","$100,000.00","$50,698.56"
B3TIA2202329-0,021,0001,ROADWAY,0015,150-1000,,"TRAFFIC CONTROL - 0016205",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$112,217.65","$112,217.65","$62,916.21"
B3TIA2202329-0,021,0001,ROADWAY,0020,150-1000,,"TRAFFIC CONTROL - 0016206",1.00000,LS,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$58,623.08","$58,623.08",$0.00
B3TIA2202329-0,021,0001,ROADWAY,0020,150-1000,,"TRAFFIC CONTROL - 0016206",1.00000,LS,"J. A. LONG, INC.",2LO340,"$100,000.00","$100,000.00","$41,376.92"
B3TIA2202329-0,021,0001,ROADWAY,0020,150-1000,,"TRAFFIC CONTROL - 0016206",1.00000,LS,"THE SCRUGGS COMPANY",2SC900,"$112,217.65","$112,217.65","$53,594.57"
B3TIA2202329-0,021,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",4.00000,AC,"GRIFFIN GRADING & CONCRETE, LLC",2GR650,"$1,100.00","$4,400.00",$0.00
B3TIA2202329-0,021,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",4.00000,AC,"J. A. LONG, INC.",2LO340,"$1,500.00","$6,000.00","$1,600.00"
B3TIA2202329-0,021,0001,ROADWAY,0025,163-0232,,"TEMPORARY GRASSING",4.00000,AC,"THE SCRUGGS COMPANY",2SC900,$873.06,"$3,492.24",-$907.76
